pos_x, pos_y, pos_theta, vel_x, vel_y, vel_theta, timestamp
49.999999618312465, -50.01586616330682, -90.00275669489372, 3.173183691383814, -0.01526738418152356, -0.5513389787419011, 0.0
49.9999977426737, -50.05532361636566, -90.00269049323074, 7.891490550449044, 9.118120139118865E-4, 0.01324033259824268, 0.01
49.99999963256207, -50.12615326001781, -89.99425195562459, 14.163880304404055, 0.20862108941322408, 1.6877075212289967, 0.02
50.000006457169995, -50.236255263951, -89.99864515398868, 22.019537765933805, -0.16883982366813494, -0.8786396728170754, 0.03
50.000010225413064, -50.38636889528201, -89.99847829767651, 30.022724578214337, 0.00874319415648695, 0.03337126243268328, 0.04
50.00000331999191, -50.56745902211501, -90.00589136609561, 36.213983665631474, -0.4685715451469165, -1.4826136838197614, 0.05
49.999975746078434, -50.789244561285585, -90.00835544978094, 44.35656124499257, -0.1907626594426556, -0.49281673706534324, 0.060000000000000005
49.99996383215487, -51.04628362784278, -89.99695594157048, 51.3942481185234, 1.0226695149241118, 2.2799016420893907, 0.07
49.99993847040497, -51.33909821131096, -90.01296925550689, 58.53242546513821, -1.6363198751771972, -3.202662787279708, 0.08
49.99985666946327, -51.66812045015103, -90.015520299738, 65.80358014016396, -0.2929865937892613, -0.5102088462205492, 0.09
49.999786386780755, -52.03402106674395, -90.0064906007345, 73.16800812130221, 1.1532084901524158, 1.8059398006982832, 0.09999999999999999
49.999729286714036, -52.437561429265706, -90.00972385082338, 80.70635993278242, -0.45543776094373933, -0.646650017776742, 0.10999999999999999
49.99967821970074, -52.879454222131486, -90.00351883775998, 88.37164908622556, 0.9570838902984571, 1.2410026126815248, 0.11999999999999998
49.99961336304423, -53.36062206858337, -90.01192696853349, 96.21975463395006, -1.41212209303351, -1.6816261547006586, 0.12999999999999998
49.99950095551866, -53.88191228005299, -90.01278278685588, 104.25788964583452, -0.1557285359054484, -0.1711636644803749, 0.13999999999999999
49.99939607008061, -54.44441194992852, -90.00858431136574, 112.49590883822057, 0.8243535106079936, 0.8396950980286852, 0.15
49.99922724639325, -55.04929258718316, -90.02339847637708, 120.92222372498824, -3.1272129988901756, -2.9628330022718674, 0.16
49.99900439394699, -55.69761278441826, -90.01599102332344, 129.64959924373323, 1.676261041667531, 1.4814906107321921, 0.17
