dt,x,y,position,velocity,acceleration,jerk,heading
0.010000,131.000326,97.126330,175.373398,102.555789,29.987073,-0.000000,1.177833
0.010000,131.392322,98.075638,176.400456,102.855660,29.987073,0.000000,1.180548
0.010000,131.782901,99.028771,177.430512,103.155531,29.987073,0.000000,1.183210
0.010000,132.172095,99.985708,178.463566,103.455401,29.987073,-0.000000,1.185820
0.010000,132.559939,100.946428,179.499620,103.755272,29.987073,0.000000,1.188378
0.010000,132.946464,101.910911,180.538672,104.055143,29.987073,-0.000000,1.190883
0.010000,133.331705,102.879135,181.580723,104.355014,29.987073,0.000000,1.193337
0.010000,133.715698,103.851081,182.625772,104.654884,29.987073,-0.000000,1.195738
0.010000,134.098476,104.826727,183.673820,104.954755,29.987073,0.000000,1.198087
0.010000,134.480075,105.806054,184.724867,105.254626,29.987073,-0.000000,1.200383
0.010000,134.860533,106.789041,185.778913,105.554497,29.987073,0.000000,1.202628
0.010000,135.239884,107.775669,186.835957,105.854367,29.987073,0.000000,1.204820
0.010000,135.618168,108.765917,187.896000,106.154238,29.987073,-0.000000,1.206961
0.010000,135.995421,109.759767,188.959042,106.454109,29.987073,0.000000,1.209049
0.010000,136.371683,110.757198,190.025082,106.753980,29.987073,0.000000,1.211085
0.010000,136.746991,111.758192,191.094121,107.053850,29.987073,0.000000,1.213069
0.010000,137.121387,112.762728,192.166159,107.353721,29.987073,0.000000,1.215001
0.010000,137.494909,113.770788,193.241196,107.653592,29.987073,0.000000,1.216880
0.010000,137.867598,114.782352,194.319231,107.953462,29.987073,-0.000000,1.218708
0.010000,138.239497,115.797402,195.400265,108.253333,29.987073,-0.000000,1.220483
0.010000,138.610646,116.815918,196.484298,108.553204,29.987073,0.000000,1.222206
0.010000,138.981088,117.837881,197.571329,108.853075,29.987073,-0.000000,1.223877
0.010000,139.350867,118.863273,198.661359,109.152945,29.987073,0.000000,1.225495
0.010000,139.720025,119.892076,199.754388,109.452816,29.987073,0.000000,1.227061
0.010000,140.088607,120.924269,200.850416,109.752687,29.987073,-0.000000,1.228575
0.010000,140.456658,121.959835,201.949442,110.052558,29.987073,0.000000,1.230035
0.010000,140.824223,122.998755,203.051467,110.352428,29.987073,0.000000,1.231444
0.010000,141.191349,124.041010,204.156490,110.652299,29.987073,0.000000,1.232799
0.010000,141.558081,125.086582,205.264513,110.952170,29.987073,0.000000,1.234102
0.010000,141.924468,126.135452,206.375534,111.252040,29.987073,-0.000000,1.235351
0.010000,142.290557,127.187601,207.489553,111.551911,29.987073,0.000000,1.236548
0.010000,142.656398,128.243012,208.606572,111.851782,29.987073,0.000000,1.237691
0.010000,143.022038,129.301664,209.726589,112.151653,29.987073,0.000000,1.238781
0.010000,143.387529,130.363540,210.849605,112.451523,29.987073,0.000000,1.239817
0.010000,143.752922,131.428621,211.975620,112.751394,29.987073,0.000000,1.240799
0.010000,144.118266,132.496888,213.104633,113.051265,29.987073,0.000000,1.241728
0.010000,144.483616,133.568322,214.236645,113.351136,29.987073,0.000000,1.242602
0.010000,144.849023,134.642905,215.371656,113.651006,29.987073,-0.000000,1.243422
0.010000,145.214541,135.720616,216.509665,113.950877,29.987073,0.000000,1.244188
0.010000,145.580224,136.801437,217.650673,114.250748,29.987073,0.000000,1.244898
0.010000,145.946128,137.885350,218.794680,114.550618,29.987073,-0.000000,1.245554
0.010000,146.312309,138.972333,219.941686,114.850489,29.987073,0.000000,1.246154
0.010000,146.678823,140.062369,221.091690,115.150360,29.987073,0.000000,1.246699
0.010000,147.045729,141.155436,222.244693,115.450231,29.987073,-0.000000,1.247188
0.010000,147.413083,142.251516,223.400694,115.750101,29.987073,0.000000,1.247620
0.010000,147.780946,143.350587,224.559695,116.049972,29.987073,-0.000000,1.247997
0.010000,148.149377,144.452631,225.721694,116.349843,29.987073,0.000000,1.248316
0.010000,148.518439,145.557626,226.886692,116.649714,29.987073,-0.000000,1.248578
0.010000,148.888097,146.665267,228.054388,116.889610,23.989658,-599.741458,1.248782
0.010000,149.258225,147.774964,229.224184,117.069533,17.992244,-599.741458,1.248928
0.010000,149.628697,148.886126,230.395479,117.189481,11.994829,-599.741458,1.249016
0.010000,149.999388,149.998164,231.567673,117.249346,5.986520,-600.830946,1.249046
0.010000,150.370079,151.110200,232.739866,117.189263,-6.008309,-1199.482916,1.249017
0.010000,150.740550,152.221360,233.911159,117.069206,-12.005724,-599.741458,1.248929
0.010000,151.110676,153.331054,235.080950,116.889174,-18.003139,-599.741458,1.248783
0.010000,151.480331,154.438690,236.248642,116.649169,-24.000553,-599.741458,1.248579
0.010000,151.849390,155.543680,237.413634,116.349298,-29.987073,-598.651970,1.248317
0.010000,152.217819,156.645719,238.575628,116.049427,-29.987073,0.000000,1.247998
0.010000,152.585679,157.744786,239.734623,115.749557,-29.987073,0.000000,1.247622
0.010000,152.953030,158.840861,240.890619,115.449686,-29.987073,0.000000,1.247189
0.010000,153.319931,159.933924,242.043617,115.149815,-29.987073,0.000000,1.246701
0.010000,153.686442,161.023955,243.193616,114.849944,-29.987073,0.000000,1.246156
0.010000,154.052618,162.110934,244.340616,114.550074,-29.987073,-0.000000,1.245556
0.010000,154.418518,163.194842,245.484617,114.250203,-29.987073,0.000000,1.244901
0.010000,154.784198,164.275659,246.625620,113.950332,-29.987073,0.000000,1.244190
0.010000,155.149711,165.353366,247.763624,113.650462,-29.987073,0.000000,1.243425
0.010000,155.515113,166.427945,248.898629,113.350591,-29.987073,-0.000000,1.242605
0.010000,155.880457,167.499375,250.030635,113.050720,-29.987073,0.000000,1.241731
0.010000,156.245797,168.567638,251.159643,112.750849,-29.987073,-0.000000,1.240803
0.010000,156.611184,169.632715,252.285652,112.450979,-29.987073,-0.000000,1.239820
0.010000,156.976669,170.694587,253.408663,112.151108,-29.987073,0.000000,1.238784
0.010000,157.342304,171.753236,254.528675,111.851237,-29.987073,-0.000000,1.237695
0.010000,157.708138,172.808642,255.645688,111.551366,-29.987073,-0.000000,1.236552
0.010000,158.074221,173.860788,256.759702,111.251496,-29.987073,0.000000,1.235356
0.010000,158.440601,174.909655,257.870718,110.951625,-29.987073,0.000000,1.234106
0.010000,158.807327,175.955223,258.978734,110.651754,-29.987073,-0.000000,1.232804
0.010000,159.174446,176.997475,260.083753,110.351884,-29.987073,0.000000,1.231449
0.010000,159.542004,178.036392,261.185772,110.052013,-29.987073,0.000000,1.230041
0.010000,159.910047,179.071955,262.284793,109.752142,-29.987073,0.000000,1.228580
0.010000,160.278622,180.104145,263.380815,109.452271,-29.987073,-0.000000,1.227067
0.010000,160.647772,181.132944,264.473838,109.152401,-29.987073,0.000000,1.225501
0.010000,161.017543,182.158333,265.563863,108.852530,-29.987073,0.000000,1.223883
0.010000,161.387977,183.180294,266.650889,108.552659,-29.987073,0.000000,1.222212
0.010000,161.759118,184.198807,267.734916,108.252788,-29.987073,0.000000,1.220490
0.010000,162.131008,185.213854,268.815945,107.952918,-29.987073,-0.000000,1.218715
0.010000,162.503689,186.225416,269.893974,107.653047,-29.987073,0.000000,1.216887
0.010000,162.877202,187.233473,270.969006,107.353176,-29.987073,0.000000,1.215008
0.010000,163.251588,188.238007,272.041038,107.053305,-29.987073,-0.000000,1.213076
0.010000,163.626887,189.238998,273.110072,106.753435,-29.987073,0.000000,1.211092
0.010000,164.003139,190.236427,274.176107,106.453564,-29.987073,-0.000000,1.209057
0.010000,164.380382,191.230275,275.239143,106.153693,-29.987073,-0.000000,1.206969
0.010000,164.758656,192.220522,276.299181,105.853823,-29.987073,0.000000,1.204829
0.010000,165.137997,193.207148,277.356219,105.553952,-29.987073,0.000000,1.202636
0.010000,165.518444,194.190133,278.410260,105.254081,-29.987073,0.000000,1.200392
0.010000,165.900033,195.169458,279.461301,104.954210,-29.987073,-0.000000,1.198096
0.010000,166.282800,196.145103,280.509344,104.654340,-29.987073,0.000000,1.195747
0.010000,166.666781,197.117047,281.554388,104.354469,-29.987073,-0.000000,1.193346
0.010000,167.052011,198.085270,282.596433,104.054598,-29.987073,0.000000,1.190893
0.010000,167.438525,199.049751,283.635480,103.754727,-29.987073,0.000000,1.188388
0.010000,167.826356,200.010470,284.671528,103.454857,-29.987073,0.000000,1.185830
0.010000,168.215539,200.967407,285.704577,103.154986,-29.987073,0.000000,1.183221
0.010000,168.606106,201.920539,286.734627,102.855115,-29.987073,0.000000,1.180558
0.010000,168.998089,202.869846,287.761679,102.555245,-29.987073,0.000000,1.177844
0.010000,169.391520,203.815306,288.785732,102.255374,-29.987073,-0.000000,1.175077
0.010000,169.786431,204.756899,289.806787,101.955503,-29.987073,0.000000,1.172257
0.010000,170.182852,205.694602,290.824842,101.655632,-29.987073,0.000000,1.169385
0.010000,170.580814,206.628394,291.839899,101.355762,-29.987073,-0.000000,1.166461
0.010000,170.980345,207.558252,292.851958,101.055891,-29.987073,0.000000,1.163484
0.010000,171.381475,208.484154,293.861017,100.756020,-29.987073,-0.000000,1.160454
0.010000,171.784232,209.406078,294.867078,100.456149,-29.987073,-0.000000,1.157372
0.010000,172.188645,210.324002,295.870140,100.156279,-29.987073,0.000000,1.154237
0.010000,172.594739,211.237902,296.870204,99.856408,-29.987073,-0.000000,1.151049
0.010000,173.002542,212.147755,297.867268,99.556537,-29.987073,-0.000000,1.147808
0.010000,173.412081,213.053539,298.861334,99.256667,-29.987073,0.000000,1.144515
0.010000,173.823379,213.955231,299.852402,98.956796,-29.987073,0.000000,1.141169
0.010000,174.236463,214.852806,300.840470,98.656925,-29.987073,-0.000000,1.137770
0.010000,174.651355,215.746240,301.825540,98.357054,-29.987073,0.000000,1.134318
0.010000,175.068081,216.635511,302.807611,98.057184,-29.987073,0.000000,1.130813
0.010000,175.486662,217.520594,303.786684,97.757313,-29.987073,0.000000,1.127255
0.010000,175.907121,218.401465,304.762758,97.457442,-29.987073,-0.000000,1.123644
0.010000,176.329480,219.278099,305.735833,97.157571,-29.987073,0.000000,1.119981
0.010000,176.753759,220.150472,306.705909,96.857701,-29.987073,0.000000,1.116264
0.010000,177.179978,221.018559,307.672987,96.557830,-29.987073,0.000000,1.112495
0.010000,177.608158,221.882335,308.637066,96.257959,-29.987073,0.000000,1.108673
0.010000,178.038317,222.741775,309.598146,95.958089,-29.987073,-0.000000,1.104797
0.010000,178.470473,223.596854,310.556227,95.658218,-29.987073,0.000000,1.100870
0.010000,178.904643,224.447547,311.511310,95.358347,-29.987073,0.000000,1.096889
0.010000,179.340845,225.293827,312.463394,95.058476,-29.987073,-0.000000,1.092856
0.010000,179.779095,226.135670,313.412480,94.758606,-29.987073,0.000000,1.088770
0.010000,180.219406,226.973050,314.358566,94.458735,-29.987073,-0.000000,1.084631
0.010000,180.661795,227.805940,315.301654,94.158864,-29.987073,-0.000000,1.080441
0.010000,181.106274,228.634315,316.241744,93.858993,-29.987073,0.000000,1.076197
0.010000,181.552856,229.458148,317.178834,93.559123,-29.987073,0.000000,1.071902
0.010000,182.001554,230.277414,318.112926,93.259252,-29.987073,0.000000,1.067555
0.010000,182.452378,231.092086,319.044019,92.959381,-29.987073,0.000000,1.063155
0.010000,182.905340,231.902138,319.972114,92.659511,-29.987073,-0.000000,1.058704
0.010000,183.360448,232.707542,320.897210,92.359640,-29.987073,0.000000,1.054202
0.010000,183.817712,233.508274,321.819307,92.059769,-29.987073,0.000000,1.049648
0.010000,184.277139,234.304306,322.738405,91.759898,-29.987073,0.000000,1.045042
0.010000,184.738736,235.095612,323.654505,91.460028,-29.987073,0.000000,1.040386
0.010000,185.202510,235.882165,324.567606,91.160157,-29.987073,0.000000,1.035680
0.010000,185.668465,236.663939,325.477708,90.860286,-29.987073,0.000000,1.030922
0.010000,186.136606,237.440907,326.384811,90.560415,-29.987073,-0.000000,1.026115
0.010000,186.606935,238.213043,327.288916,90.260545,-29.987073,-0.000000,1.021258
0.010000,187.079457,238.980321,328.190022,89.960674,-29.987073,0.000000,1.016351
0.010000,187.554171,239.742713,329.088130,89.660803,-29.987073,0.000000,1.011395
0.010000,188.031078,240.500194,329.983238,89.360932,-29.987073,-0.000000,1.006391
0.010000,188.510178,241.252737,330.875348,89.061062,-29.987073,0.000000,1.001338
0.010000,188.991469,242.000317,331.764459,88.761191,-29.987073,-0.000000,0.996237
0.010000,189.474949,242.742908,332.650572,88.461320,-29.987073,0.000000,0.991088
0.010000,189.960615,243.480483,333.533686,88.161450,-29.987073,0.000000,0.985892
0.010000,190.448460,244.213018,334.413801,87.861579,-29.987073,0.000000,0.980650
0.010000,190.938481,244.940487,335.290917,87.561708,-29.987073,-0.000000,0.975361
0.010000,191.430671,245.662865,336.165035,87.261837,-29.987073,0.000000,0.970027
0.010000,191.925021,246.380126,337.036154,86.961967,-29.987073,0.000000,0.964648
0.010000,192.421523,247.092248,337.904274,86.662096,-29.987073,-0.000000,0.959224
0.010000,192.920167,247.799204,338.769396,86.362225,-29.987073,0.000000,0.953757
0.010000,193.420943,248.500972,339.631519,86.062354,-29.987073,0.000000,0.948246
0.010000,193.923837,249.197527,340.490643,85.762484,-29.987073,-0.000000,0.942693
0.010000,194.428839,249.888847,341.346769,85.462613,-29.987073,0.000000,0.937097
0.010000,194.935932,250.574908,342.199895,85.162742,-29.987073,0.000000,0.931460
0.010000,195.445102,251.255688,343.050024,84.862872,-29.987073,-0.000000,0.925783
0.010000,195.956332,251.931165,343.897153,84.563001,-29.987073,0.000000,0.920066
0.010000,196.469606,252.601318,344.741284,84.263130,-29.987073,0.000000,0.914310
0.010000,196.984904,253.266125,345.582415,83.963259,-29.987073,-0.000000,0.908516
0.010000,197.502207,253.925567,346.420549,83.663389,-29.987073,0.000000,0.902685
0.010000,198.021495,254.579622,347.255683,83.363518,-29.987073,-0.000000,0.896816
0.010000,198.542744,255.228272,348.087819,83.063647,-29.987073,0.000000,0.890913
0.010000,199.065933,255.871498,348.916956,82.763776,-29.987073,0.000000,0.884974
0.010000,199.591038,256.509282,349.743095,82.463906,-29.987073,0.000000,0.879002
0.010000,200.118032,257.141606,350.566234,82.164035,-29.987073,-0.000000,0.872997
0.010000,200.646891,257.768453,351.386375,81.864164,-29.987073,0.000000,0.866960
0.010000,201.177586,258.389808,352.203518,81.564294,-29.987073,0.000000,0.860892
0.010000,201.710090,259.005655,353.017661,81.264423,-29.987073,0.000000,0.854794
0.010000,202.244373,259.615979,353.828806,80.964552,-29.987073,0.000000,0.848667
0.010000,202.780405,260.220766,354.636952,80.664681,-29.987073,-0.000000,0.842513
0.010000,203.318154,260.820005,355.442100,80.364811,-29.987073,0.000000,0.836332
0.010000,203.857588,261.413681,356.244248,80.064940,-29.987073,0.000000,0.830125
0.010000,204.398673,262.001785,357.043398,79.765069,-29.987073,0.000000,0.823894
0.010000,204.941374,262.584305,357.839550,79.465198,-29.987073,0.000000,0.817639
0.010000,205.485657,263.161232,358.632702,79.165328,-29.987073,0.000000,0.811363
0.010000,206.031486,263.732558,359.422856,78.865457,-29.987073,0.000000,0.805065
0.010000,206.578821,264.298274,360.210012,78.565586,-29.987073,0.000000,0.798748
0.010000,207.127627,264.858374,360.994168,78.265716,-29.987073,-0.000000,0.792412
0.010000,207.677863,265.412852,361.775326,77.965845,-29.987073,0.000000,0.786058
0.010000,208.229489,265.961703,362.553485,77.665974,-29.987073,0.000000,0.779689
0.010000,208.782465,266.504925,363.328645,77.366103,-29.987073,0.000000,0.773304
0.010000,209.336749,267.042513,364.100807,77.066233,-29.987073,0.000000,0.766906
0.010000,209.892298,267.574466,364.869970,76.766362,-29.987073,-0.000000,0.760496
0.010000,210.449070,268.100784,365.636134,76.466491,-29.987073,-0.000000,0.754074
0.010000,211.007021,268.621467,366.399300,76.166620,-29.987073,0.000000,0.747643
0.010000,211.566105,269.136517,367.159467,75.866750,-29.987073,-0.000000,0.741203
0.010000,212.126278,269.645936,367.916635,75.566879,-29.987073,-0.000000,0.734756
0.010000,212.687494,270.149728,368.670804,75.267008,-29.987073,0.000000,0.728303
0.010000,213.249705,270.647898,369.421975,74.967137,-29.987073,0.000000,0.721845
0.010000,213.812866,271.140452,370.170147,74.667267,-29.987073,-0.000000,0.715384
0.010000,214.376928,271.627397,370.915320,74.367396,-29.987073,0.000000,0.708921
0.010000,214.941844,272.108741,371.657495,74.067525,-29.987073,0.000000,0.702457
0.010000,215.507563,272.584493,372.396671,73.767655,-29.987073,0.000000,0.695993
0.010000,216.074039,273.054664,373.132848,73.467784,-29.987073,0.000000,0.689532
0.010000,216.641219,273.519266,373.866027,73.167913,-29.987073,0.000000,0.683073
0.010000,217.209056,273.978311,374.596206,72.868042,-29.987073,-0.000000,0.676619
0.010000,217.777498,274.431813,375.323387,72.568172,-29.987073,0.000000,0.670171
0.010000,218.346495,274.879787,376.047570,72.268301,-29.987073,-0.000000,0.663729
0.010000,218.915997,275.322248,376.768753,71.968430,-29.987073,-0.000000,0.657295
0.010000,219.485951,275.759215,377.486938,71.668559,-29.987073,0.000000,0.650871
0.010000,220.056307,276.190705,378.202125,71.368689,-29.987073,0.000000,0.644457
0.010000,220.627014,276.616737,378.914312,71.068818,-29.987073,-0.000000,0.638055
0.010000,221.198018,277.037333,379.623501,70.768947,-29.987073,0.000000,0.631667
0.010000,221.769270,277.452512,380.329691,70.469077,-29.987073,0.000000,0.625292
0.010000,222.340717,277.862299,381.032882,70.169206,-29.987073,0.000000,0.618932
0.010000,222.912307,278.266716,381.733075,69.869335,-29.987073,0.000000,0.612589
0.010000,223.483988,278.665788,382.430269,69.569464,-29.987073,0.000000,0.606264
0.010000,224.055709,279.059540,383.124464,69.269594,-29.987073,0.000000,0.599957
0.010000,224.627418,279.447998,383.815661,68.969723,-29.987073,0.000000,0.593670
0.010000,225.199063,279.831191,384.503859,68.669852,-29.987073,-0.000000,0.587403
0.010000,225.770593,280.209146,385.189058,68.369981,-29.987073,0.000000,0.581159
0.010000,226.341956,280.581893,385.871259,68.070111,-29.987073,-0.000000,0.574937
0.010000,226.913101,280.949462,386.550460,67.770240,-29.987073,0.000000,0.568739
0.010000,227.483977,281.311884,387.226663,67.470369,-29.987073,-0.000000,0.562566
0.010000,228.054533,281.669191,387.899868,67.170499,-29.987073,0.000000,0.556419
0.010000,228.624720,282.021415,388.570073,66.870628,-29.987073,0.000000,0.550298
0.010000,229.194485,282.368590,389.237280,66.570757,-29.987073,0.000000,0.544204
0.010000,229.763781,282.710750,389.901488,66.270886,-29.987073,-0.000000,0.538140
0.010000,230.332557,283.047931,390.562698,65.971016,-29.987073,0.000000,0.532104
0.010000,230.900764,283.380167,391.220909,65.671145,-29.987073,0.000000,0.526098
0.010000,231.468353,283.707496,391.876121,65.371274,-29.987073,0.000000,0.520124
0.010000,232.035277,284.029953,392.528334,65.071403,-29.987073,0.000000,0.514180
0.010000,232.601486,284.347578,393.177549,64.771533,-29.987073,-0.000000,0.508269
0.010000,233.166934,284.660409,393.823765,64.471662,-29.987073,-0.000000,0.502391
0.010000,233.731573,284.968483,394.466982,64.171791,-29.987073,0.000000,0.496547
0.010000,234.295357,285.271841,395.107201,63.871921,-29.987073,-0.000000,0.490737
0.010000,234.858240,285.570523,395.744421,63.572050,-29.987073,0.000000,0.484962
0.010000,235.420176,285.864568,396.378642,63.272179,-29.987073,0.000000,0.479223
0.010000,235.981121,286.154019,397.009864,62.972308,-29.987073,0.000000,0.473519
0.010000,236.541029,286.438917,397.638088,62.672438,-29.987073,-0.000000,0.467853
0.010000,237.099858,286.719302,398.263313,62.372567,-29.987073,-0.000000,0.462223
0.010000,237.657563,286.995218,398.885539,62.072696,-29.987073,0.000000,0.456631
0.010000,238.214102,287.266707,399.504767,61.772825,-29.987073,0.000000,0.451077
0.010000,238.769433,287.533811,400.120996,61.472955,-29.987073,0.000000,0.445562
0.010000,239.323514,287.796575,400.734226,61.173084,-29.987073,0.000000,0.440086
0.010000,239.876304,288.055041,401.344457,60.873213,-29.987073,-0.000000,0.434648
0.010000,240.427763,288.309253,401.951690,60.573343,-29.987073,-0.000000,0.429251
0.010000,240.977850,288.559256,402.555924,60.273472,-29.987073,0.000000,0.423894
0.010000,241.526528,288.805093,403.157160,59.973601,-29.987073,-0.000000,0.418577
0.010000,242.073757,289.046809,403.755396,59.673730,-29.987073,-0.000000,0.413300
0.010000,242.619500,289.284448,404.350634,59.373860,-29.987073,0.000000,0.408065
0.010000,243.163719,289.518055,404.942873,59.073989,-29.987073,-0.000000,0.402870
0.010000,243.706378,289.747674,405.532114,58.774118,-29.987073,-0.000000,0.397717
0.010000,244.247440,289.973351,406.118356,58.474247,-29.987073,0.000000,0.392606
0.010000,244.786871,290.195131,406.701599,58.174377,-29.987073,-0.000000,0.387536
0.010000,245.324636,290.413058,407.281843,57.874506,-29.987073,0.000000,0.382508
0.010000,245.860700,290.627177,407.859089,57.574635,-29.987073,0.000000,0.377522
0.010000,246.395030,290.837534,408.433336,57.274764,-29.987073,-0.000000,0.372578
0.010000,246.927594,291.044173,409.004584,56.974894,-29.987073,0.000000,0.367676
0.010000,247.458359,291.247139,409.572834,56.675023,-29.987073,0.000000,0.362817
0.010000,247.987294,291.446478,410.138085,56.375152,-29.987073,-0.000000,0.358000
0.010000,248.514368,291.642233,410.700337,56.075282,-29.987073,0.000000,0.353226
0.010000,249.039550,291.834451,411.259590,55.775411,-29.987073,0.000000,0.348493
0.010000,249.562811,292.023174,411.815845,55.475540,-29.987073,0.000000,0.343804
0.010000,250.084122,292.208449,412.369101,55.175669,-29.987073,-0.000000,0.339156
0.010000,250.603454,292.390319,412.919359,54.875799,-29.987073,0.000000,0.334552
0.010000,251.120780,292.568828,413.466617,54.575928,-29.987073,-0.000000,0.329989
0.010000,251.636072,292.744021,414.010877,54.276057,-29.987073,0.000000,0.325469
0.010000,252.149303,292.915942,414.552138,53.976186,-29.987073,-0.000000,0.320991
0.010000,252.660448,293.084633,415.090401,53.676316,-29.987073,0.000000,0.316556
0.010000,253.169481,293.250140,415.625665,53.376445,-29.987073,0.000000,0.312162
0.010000,253.676377,293.412504,416.157930,53.076574,-29.987073,0.000000,0.307810
0.010000,254.181112,293.571769,416.687196,52.776704,-29.987073,-0.000000,0.303501
0.010000,254.683661,293.727978,417.213464,52.476833,-29.987073,0.000000,0.299233
0.010000,255.184002,293.881173,417.736733,52.176962,-29.987073,-0.000000,0.295007
0.010000,255.682112,294.031397,418.257003,51.877091,-29.987073,0.000000,0.290822
0.010000,256.177969,294.178692,418.774275,51.577221,-29.987073,0.000000,0.286679
0.010000,256.671551,294.323099,419.288548,51.277350,-29.987073,-0.000000,0.282577
0.010000,257.162836,294.464660,419.799822,50.977479,-29.987073,0.000000,0.278515
0.010000,257.651805,294.603416,420.308097,50.677608,-29.987073,0.000000,0.274495
0.010000,258.138436,294.739408,420.813374,50.377738,-29.987073,-0.000000,0.270515
0.010000,258.622712,294.872676,421.315652,50.077867,-29.987073,0.000000,0.266576
0.010000,259.104611,295.003262,421.814931,49.777996,-29.987073,0.000000,0.262677
0.010000,259.584116,295.131204,422.311212,49.478126,-29.987073,0.000000,0.258819
0.010000,260.061208,295.256542,422.804494,49.178255,-29.987073,-0.000000,0.255000
0.010000,260.535870,295.379316,423.294777,48.878384,-29.987073,0.000000,0.251220
0.010000,261.008084,295.499565,423.782061,48.578513,-29.987073,-0.000000,0.247480
0.010000,261.477834,295.617327,424.266347,48.278643,-29.987073,0.000000,0.243780
0.010000,261.945102,295.732640,424.747634,47.978772,-29.987073,-0.000000,0.240118
0.010000,262.409874,295.845542,425.225923,47.678901,-29.987073,0.000000,0.236495
0.010000,262.872132,295.956072,425.701212,47.379030,-29.987073,0.000000,0.232910
0.010000,263.331863,296.064266,426.173503,47.079160,-29.987073,0.000000,0.229364
0.010000,263.789052,296.170160,426.642795,46.779289,-29.987073,-0.000000,0.225855
0.010000,264.243683,296.273793,427.109089,46.479418,-29.987073,0.000000,0.222384
0.010000,264.695744,296.375199,427.572384,46.179548,-29.987073,0.000000,0.218951
0.010000,265.145220,296.474414,428.032680,45.879677,-29.987073,0.000000,0.215555
0.010000,265.592098,296.571474,428.489977,45.579806,-29.987073,0.000000,0.212196
0.010000,266.036365,296.666414,428.944276,45.279935,-29.987073,0.000000,0.208874
0.010000,266.478009,296.759269,429.395576,44.980065,-29.987073,0.000000,0.205588
0.010000,266.917018,296.850072,429.843877,44.680194,-29.987073,0.000000,0.202338
0.010000,267.353379,296.938859,430.289180,44.380323,-29.987073,-0.000000,0.199124
0.010000,267.787082,297.025661,430.731484,44.080452,-29.987073,0.000000,0.195946
0.010000,268.218114,297.110514,431.170789,43.780582,-29.987073,0.000000,0.192803
0.010000,268.646466,297.193449,431.607095,43.480711,-29.987073,-0.000000,0.189695
0.010000,269.072126,297.274498,432.040403,43.180840,-29.987073,0.000000,0.186622
0.010000,269.495084,297.353695,432.470712,42.880969,-29.987073,0.000000,0.183583
0.010000,269.915330,297.431070,432.898023,42.581099,-29.987073,-0.000000,0.180579
0.010000,270.332855,297.506656,433.322334,42.281228,-29.987073,0.000000,0.177609
0.010000,270.747649,297.580483,433.743647,41.981357,-29.987073,-0.000000,0.174672
0.010000,271.159703,297.652581,434.161961,41.681487,-29.987073,0.000000,0.171769
0.010000,271.569008,297.722982,434.577277,41.381616,-29.987073,0.000000,0.168900
0.010000,271.975556,297.791714,434.989594,41.081745,-29.987073,0.000000,0.166063
0.010000,272.379337,297.858808,435.398912,40.781874,-29.987073,0.000000,0.163258
0.010000,272.780345,297.924293,435.805231,40.482004,-29.987073,0.000000,0.160487
0.010000,273.178571,297.988197,436.208552,40.182133,-29.987073,-0.000000,0.157747
0.010000,273.574007,298.050549,436.608874,39.882262,-29.987073,0.000000,0.155039
0.010000,273.966646,298.111378,437.006197,39.582391,-29.987073,-0.000000,0.152363
0.010000,274.356481,298.170710,437.400522,39.282521,-29.987073,0.000000,0.149718
0.010000,274.743505,298.228574,437.791848,38.982650,-29.987073,0.000000,0.147104
0.010000,275.127712,298.284996,438.180175,38.682779,-29.987073,0.000000,0.144521
0.010000,275.509094,298.340003,438.565503,38.382909,-29.987073,-0.000000,0.141968
0.010000,275.887645,298.393622,438.947833,38.083038,-29.987073,0.000000,0.139446
0.010000,276.263359,298.445878,439.327164,37.783167,-29.987073,0.000000,0.136954
0.010000,276.636230,298.496798,439.703496,37.483296,-29.987073,-0.000000,0.134491
0.010000,277.006253,298.546406,440.076830,37.183426,-29.987073,0.000000,0.132058
0.010000,277.373422,298.594729,440.447165,36.883555,-29.987073,0.000000,0.129655
0.010000,277.737731,298.641789,440.814501,36.583684,-29.987073,-0.000000,0.127280
0.010000,278.099175,298.687613,441.178838,36.283813,-29.987073,0.000000,0.124934
0.010000,278.457750,298.732223,441.540177,35.983943,-29.987073,-0.000000,0.122617
0.010000,278.813449,298.775644,441.898517,35.684072,-29.987073,0.000000,0.120328
0.010000,279.166269,298.817900,442.253859,35.384201,-29.987073,0.000000,0.118067
0.010000,279.516205,298.859012,442.606201,35.084331,-29.987073,0.000000,0.115833
0.010000,279.863252,298.899004,442.955545,34.784460,-29.987073,0.000000,0.113628
0.010000,280.207406,298.937899,443.301890,34.484589,-29.987073,0.000000,0.111449
0.010000,280.548664,298.975718,443.645237,34.184718,-29.987073,-0.000000,0.109298
0.010000,280.887020,299.012484,443.985585,33.884848,-29.987073,0.000000,0.107174
0.010000,281.222471,299.048218,444.322934,33.584977,-29.987073,-0.000000,0.105076
0.010000,281.555013,299.082941,444.657284,33.285106,-29.987073,0.000000,0.103005
0.010000,281.884644,299.116674,444.988636,32.985235,-29.987073,0.000000,0.100960
0.010000,282.211358,299.149438,445.316989,32.685365,-29.987073,0.000000,0.098940
0.010000,282.535153,299.181253,445.642343,32.385494,-29.987073,-0.000000,0.096947
0.010000,282.856025,299.212140,445.964699,32.085623,-29.987073,0.000000,0.094979
0.010000,283.173972,299.242118,446.284056,31.785753,-29.987073,0.000000,0.093037
